Node,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Genres,Genres_cond
"('Night Of The Swallow', 'Kate Bush')",0.435,0.32,11,-15.761,0,0.0826,0.482,0.0,0.111,0.281,131.1,"art pop, art rock, baroque pop, new wave pop, permanent wave, piano rock, singer-songwriter",pop
"('How to Save a Life', 'The Fray')",0.64,0.743,10,-4.08,1,0.0379,0.269,0.0,0.101,0.361,122.035,"neo mellow, piano rock, pop, pop rock",pop
"('Cameage', 'Descendents')",0.401,0.957,9,-4.542,1,0.0987,0.00166,8.11e-06,0.14,0.44,93.264,"hardcore punk, punk, skate punk",other
"('Criminal', 'Britney Spears')",0.696,0.734,7,-5.294,1,0.0298,0.0485,0.0,0.183,0.711,107.987,"dance pop, pop",pop
"('Go Away', '2NE1')",0.73,0.797,11,-2.135,1,0.0394,0.0536,0.0,0.0443,0.575,127.985,"dance pop, k-pop, k-pop girl group",k-pop
"('Remainder', 'Rites of Spring')",0.306,0.962,4,-6.059,0,0.0688,0.00179,0.788,0.119,0.385,112.446,"dc hardcore, emo, emo punk, emocore, post-hardcore",other
"('Thundersteel', 'Riot')",0.276,0.986,9,-10.221,0,0.122,0.000633,0.00439,0.349,0.0621,153.64,"metal, speed metal, thrash metal, us power metal",rock
"('Missing', 'Everything But The Girl')",0.723,0.721,9,-9.389,0,0.0301,0.0249,0.0108,0.0545,0.646,123.488,"new wave pop, sophisti-pop, trip hop",pop
"('The Gift That Keeps Giving', 'Super Furry Animals')",0.536,0.494,2,-6.572,0,0.0295,0.515,0.0,0.114,0.385,144.244,"britpop, welsh indie, welsh rock",pop
"('Ice Hockey Hair', 'Super Furry Animals')",0.367,0.84,4,-5.164,1,0.0946,0.0763,0.0221,0.102,0.38,97.095,"britpop, welsh indie, welsh rock",pop
"('Bold & Delicious', 'Ayumi Hamasaki')",0.662,0.911,10,-2.623,0,0.0752,0.0485,3.13e-06,0.262,0.63,104.932,"classic j-pop, eurobeat, j-pop",pop
"('Ion Square', 'Bloc Party')",0.415,0.891,5,-5.014,1,0.036,2.18e-05,0.39,0.379,0.248,156.03,"alternative dance, alternative rock, dance-punk, indie rock, indietronica, modern rock, neo-synthpop, new rave",rock
"('Dime', 'Ivy Queen')",0.706,0.842,7,-4.474,1,0.078,0.338,0.0,0.357,0.798,133.998,"latin hip hop, rap latina, reggaeton, trap latino, urbano latino",latin
"('Dreamer', 'Roger Hodgson')",0.525,0.83,5,-7.615,1,0.0629,0.758,0.00278,0.852,0.447,139.084,"art rock, progressive rock, symphonic rock",rock
"('Honey', 'Mariah Carey')",0.694,0.824,1,-6.756,1,0.0909,0.119,7.15e-06,0.152,0.675,95.833,"dance pop, pop, urban contemporary",pop
"('Dirty Picture', 'Taio Cruz')",0.719,0.687,1,-5.923,1,0.0643,0.0208,0.0,0.109,0.544,119.921,"dance pop, pop, pop rap",pop
"('Travesuras', 'Nicky Jam')",0.787,0.791,1,-5.607,1,0.0599,0.146,0.0,0.106,0.887,93.995,"latin hip hop, reggaeton, trap latino, urbano latino",latin
"('3 Words', 'Cheryl Cole')",0.752,0.576,9,-7.45,1,0.0318,0.698,0.00327,0.0972,0.496,130.021,"dance pop, post-teen pop, talent show",pop
"('Purify', 'Metallica')",0.506,0.988,0,-3.139,1,0.0733,0.00213,0.00399,0.296,0.235,105.531,"hard rock, metal, old school thrash, rock, thrash metal",rock
"('When You Believe', 'Mariah Carey & Whitney Houston')",0.436,0.391,1,-9.62,0,0.0326,0.554,0.0,0.12,0.126,125.354,"dance pop, pop",pop
"('Menor Que Yo', 'Ivy Queen')",0.781,0.839,5,-5.698,1,0.0821,0.365,0.0,0.111,0.792,87.003,"latin hip hop, rap latina, reggaeton, trap latino, urbano latino",latin
"(""Goin' Back"", 'The Byrds')",0.496,0.449,4,-10.23,1,0.0277,0.364,8.48e-06,0.12,0.547,116.181,"album rock, beatlesque, classic rock, cosmic american, country rock, folk, folk rock, mellow gold, psychedelic rock, rock, soft rock",rock
"('Heart of Gold', 'Neil Young')",0.537,0.399,4,-13.547,0,0.0269,0.202,0.0546,0.109,0.832,171.402,"canadian singer-songwriter, classic canadian rock, classic rock, folk rock, mellow gold, permanent wave, rock, roots rock, singer-songwriter",rock
"('No Better', 'Lorde')",0.608,0.665,5,-7.081,1,0.0664,0.14,1.13e-06,0.31,0.353,149.989,"art pop, metropopolis, nz pop, pop",pop
"('I Want That Man', 'Deborah Harry')",0.744,0.627,9,-12.588,1,0.0324,0.0328,0.000223,0.226,0.946,130.182,new wave pop,pop
"('Angels', 'Amy Grant')",0.377,0.341,2,-6.484,1,0.0283,0.778,0.0,0.109,0.331,104.456,christian music,other
"('Good Boys', 'Blondie')",0.71,0.68,6,-8.19,1,0.035,0.00315,0.259,0.102,0.907,125.983,"candy pop, new wave pop, permanent wave, power pop, rock, synthpop",pop
"('Heroin', 'Billy Idol')",0.723,0.865,11,-7.08,0,0.0757,0.0476,0.000195,0.392,0.381,132.164,"album rock, classic rock, dance rock, hard rock, new romantic, new wave, new wave pop, rock, soft rock",rock
"('Wait Your Turn', 'Rihanna')",0.415,0.704,7,-4.883,0,0.0601,0.0777,0.0,0.36,0.451,139.905,"barbadian pop, pop, urban contemporary",pop
"('She Wolf', 'Shakira')",0.865,0.69,7,-7.448,1,0.0443,0.285,0.0162,0.225,0.867,121.983,"colombian pop, dance pop, latin pop, pop",latin
"('Makes Me Wanna Pray', 'Christina Aguilera')",0.692,0.852,1,-2.975,1,0.0828,0.135,1.26e-05,0.692,0.636,104.957,"dance pop, pop",pop
"('Enter Sandman', 'Metallica')",0.566,0.834,6,-8.412,0,0.0298,0.00277,0.008,0.0625,0.621,123.296,"hard rock, metal, old school thrash, rock, thrash metal",rock
"('Flagpole Sitta', 'Harvey Danger')",0.361,0.901,4,-4.133,0,0.0443,0.00152,0.000263,0.286,0.482,144.97,"pop rock, post-grunge",pop
"('Pretend', 'Tinashe')",0.384,0.45,6,-10.485,0,0.193,0.269,2.52e-05,0.138,0.0874,89.598,"alternative r&b, dance pop, metropopolis, pop, r&b",pop
"('Just Lose It', 'Eminem')",0.94,0.633,8,-3.56,1,0.0467,0.0581,4.04e-05,0.281,0.962,121.003,"detroit hip hop, hip hop, rap",rap
"('Son of Sam', 'Elliott Smith')",0.522,0.79,9,-6.242,1,0.0252,0.00581,0.00102,0.288,0.244,96.062,"alternative rock, indie rock, melancholia, singer-songwriter",rock
"('Torn', 'Natalie Imbruglia')",0.575,0.886,5,-5.182,1,0.034,0.0647,0.000187,0.709,0.609,96.31,"dance pop, europop, lilith, new wave pop, pop rock",pop
"('So Yesterday', 'Hilary Duff')",0.552,0.802,0,-3.799,1,0.0615,0.215,0.0,0.275,0.776,78.21,"dance pop, pop, post-teen pop",pop
"('All I Really Want To Do', 'The Byrds')",0.452,0.574,9,-7.936,1,0.0321,0.111,0.0,0.0823,0.811,123.204,"album rock, beatlesque, classic rock, cosmic american, country rock, folk, folk rock, mellow gold, psychedelic rock, rock, soft rock",rock
"('Just in Love', 'Joe Jonas')",0.666,0.856,5,-6.101,0,0.0291,0.000428,1.05e-05,0.0715,0.693,99.991,"pop, post-teen pop",pop
"('Jump', 'Madonna')",0.629,0.839,9,-7.061,1,0.0899,0.0018,0.0859,0.251,0.449,118.979,"dance pop, pop",pop
"('Jump', 'Rihanna')",0.629,0.819,0,-6.181,1,0.254,0.227,0.00733,0.169,0.47,162.048,"barbadian pop, pop, urban contemporary",pop
"('All-O-Gistics', 'Descendents')",0.51,0.815,11,-5.847,1,0.508,0.169,0.0,0.0544,0.498,98.216,"hardcore punk, punk, skate punk",other
"('Tal Vez', 'Ricky Martin')",0.512,0.615,11,-5.318,1,0.0319,0.216,0.0,0.123,0.193,115.884,"latin pop, mexican pop, puerto rican pop",latin
"('Trick Me', 'Kelis')",0.97,0.738,1,-3.381,0,0.132,0.0369,0.000384,0.324,0.961,107.166,"dance pop, hip pop, neo soul, urban contemporary",pop
"('Sunday Girl', 'Blondie')",0.587,0.755,9,-5.377,1,0.039,0.0722,1.51e-05,0.221,0.8,146.129,"candy pop, new wave pop, permanent wave, power pop, rock, synthpop",pop
"('Hagamos El Amor', 'Ricky Martin')",0.292,0.189,10,-12.385,1,0.0296,0.964,0.000386,0.107,0.0953,88.074,"latin pop, mexican pop, puerto rican pop",latin
"('Landslide', 'Fleetwood Mac')",0.414,0.161,7,-22.32,0,0.0318,0.883,0.000223,0.117,0.423,159.375,"album rock, classic rock, rock, soft rock, yacht rock",rock
"('One Goodbye In Ten', 'Shara Nelson')",0.715,0.46,5,-11.124,1,0.0361,0.0261,0.114,0.105,0.114,105.004,,other
"('Picture to Burn', 'Taylor Swift')",0.658,0.877,7,-2.098,1,0.0323,0.173,0.0,0.0962,0.821,105.586,pop,pop
"('Sol, Arena y Mar', 'Luis Miguel')",0.684,0.753,5,-5.834,0,0.0483,0.268,3.3e-06,0.3,0.713,104.919,"bolero, latin pop",latin
"('Wish You Were Here', 'Avril Lavigne')",0.454,0.865,4,-3.841,1,0.0561,0.0323,0.0,0.186,0.34,166.018,"canadian pop, candy pop, dance pop, pop",pop
"('Harder Better Faster Stronger', 'Daft Punk')",0.817,0.716,6,-8.898,0,0.144,0.0427,0.00263,0.358,0.692,123.474,"electro, filter house, rock",edm
"('Que Lloren', 'Ivy Queen')",0.819,0.707,10,-7.449,0,0.183,0.242,0.0,0.506,0.777,92.003,"latin hip hop, rap latina, reggaeton, trap latino, urbano latino",latin
"('White Guilt', 'The Bronx')",0.571,0.967,2,-4.632,1,0.0434,0.000508,0.0,0.0619,0.761,137.084,,other
"('Hurt', 'Christina Aguilera')",0.327,0.295,4,-6.907,0,0.0313,0.775,0.0,0.107,0.143,148.574,"dance pop, pop",pop
"('Con Los Años Que Me Quedan', 'Gloria Estefan')",0.552,0.303,2,-10.579,1,0.0429,0.772,0.0,0.119,0.336,85.921,"new wave pop, soft rock",pop
"('My Love', 'Justin Timberlake')",0.771,0.68,11,-5.881,0,0.224,0.277,1.18e-05,0.682,0.808,119.952,"dance pop, pop",pop
"('Anticipating', 'Britney Spears')",0.717,0.877,0,-4.266,1,0.0375,0.0136,0.000814,0.0616,0.794,111.0,"dance pop, pop",pop
"('Sssnakepit', 'Enter Shikari')",0.32,0.87,1,-4.659,1,0.258,0.000912,0.0,0.799,0.154,172.193,"british alternative rock, nintendocore, trancecore, uk metalcore, uk post-hardcore",rock
"('Kings and Queens', 'Thirty Seconds to Mars')",0.293,0.817,8,-5.432,1,0.0852,0.0401,3.4e-05,0.13,0.145,165.0,"modern rock, post-grunge",rock
"('Casimir Pulaski Day', 'Sufjan Stevens')",0.685,0.172,8,-14.979,1,0.0412,0.909,0.00154,0.286,0.563,133.902,"art pop, baroque pop, chamber pop, indie pop, indie rock, singer-songwriter",pop
"('Sensualité', 'Axelle Red')",0.649,0.607,11,-6.179,1,0.0268,0.242,0.0,0.0413,0.708,96.11,"belgian indie, belgian pop, chanson, french pop",pop
"('People Like Us', 'Kelly Clarkson')",0.6,0.787,6,-5.163,1,0.0366,0.043,0.0,0.358,0.608,127.977,"dance pop, pop, talent show",pop
"('Like A Stone', 'Audioslave')",0.614,0.568,7,-5.477,0,0.0276,0.00797,0.0,0.0997,0.516,107.849,"alternative metal, alternative rock, grunge, hard rock, nu metal, permanent wave, post-grunge, rock, supergroup",rock
"('More Than a Woman', 'Aaliyah')",0.655,0.649,1,-5.653,0,0.089,0.0793,0.000393,0.117,0.759,86.968,"contemporary r&b, dance pop, hip pop, r&b, urban contemporary",pop
"('Changes', 'Tupac')",0.865,0.665,7,-6.289,1,0.073,0.0453,0.0,0.224,0.331,111.113,"g funk, gangster rap, hip hop, rap, west coast rap",rap
"('The Thunder Rolls', 'Garth Brooks')",0.307,0.687,2,-11.999,0,0.173,0.514,0.0727,0.413,0.385,84.413,classic oklahoma country,country
"('Track 7', nan)",0.799,0.676,3,-9.023,1,0.0674,0.548,0.00589,0.456,0.795,109.432,,other
"('Brown Sugar', 'The Rolling Stones')",0.633,0.934,0,-3.594,1,0.0344,0.219,0.00021,0.0592,0.963,128.602,"album rock, british invasion, classic rock, rock",rock
"('Black Horse & The Cherry Tree', 'KT Tunstall')",0.748,0.786,4,-7.788,0,0.0641,0.328,0.0,0.34,0.917,104.833,"ectofolk, lilith, neo mellow, pop rock, scottish singer-songwriter",pop
"(""Could've Been You"", 'Cher')",0.588,0.74,11,-9.939,1,0.034,0.0782,0.0,0.0925,0.555,97.599,"dance pop, pop",pop
"('Blood on the Dance Floor', 'Michael Jackson')",0.807,0.741,1,-4.472,1,0.083,0.0135,0.0316,0.06,0.558,108.989,"r&b, soul",r&b
"('Battersea Odyssey', 'Super Furry Animals')",0.199,0.843,7,-6.612,1,0.0607,0.00841,0.00248,0.0694,0.271,82.654,"britpop, welsh indie, welsh rock",pop
"('Chestnut Mare', 'The Byrds')",0.407,0.517,2,-11.971,1,0.0397,0.126,0.0,0.117,0.282,121.539,"album rock, beatlesque, classic rock, cosmic american, country rock, folk, folk rock, mellow gold, psychedelic rock, rock, soft rock",rock
"('Evacuate The Dancefloor', 'Cascada')",0.76,0.696,0,-5.811,1,0.0491,0.0195,0.0,0.278,0.903,127.029,"eurodance, europop, german techno, melbourne bounce international",pop
"('Days Are Blood', 'Descendents')",0.452,0.938,2,-4.603,1,0.083,0.401,0.787,0.119,0.235,127.18,"hardcore punk, punk, skate punk",other
"('Turning Tables', 'Adele')",0.353,0.446,0,-6.044,0,0.0285,0.95,1.35e-05,0.132,0.211,155.476,"british soul, pop, pop soul, uk pop",pop
"('Beautiful', 'Christina Aguilera')",0.456,0.573,5,-3.866,0,0.0275,0.578,3.05e-06,0.114,0.0992,76.19,"dance pop, pop",pop
"('Carry On', 'Avenged Sevenfold')",0.471,0.985,2,-3.618,1,0.191,0.00018,4.17e-05,0.0557,0.14,135.063,alternative metal,rock
"('When Girls Telephone Boys', 'Deftones')",0.18,0.982,5,-4.691,1,0.31,1.36e-05,0.792,0.331,0.0767,81.75,"alternative metal, nu metal, rap metal, rock, sacramento indie",rock
"('Acid Tracks', 'Phuture')",0.792,0.918,6,-14.205,1,0.0713,0.018,0.918,0.129,0.506,120.438,"acid house, chicago house, classic house",edm
"('Neon Knights', 'Steel Prophet')",0.353,0.975,8,-5.275,1,0.081,0.00108,7.12e-05,0.301,0.434,99.004,neo-trad metal,rock
"('2 + 2 = 5', 'Radiohead')",0.442,0.717,5,-5.498,0,0.0504,0.178,5.1e-05,0.344,0.386,149.582,"alternative rock, art rock, melancholia, oxford indie, permanent wave, rock",rock
"('Rock the Boat', 'Bob Sinclar')",0.759,0.942,10,-1.625,0,0.0411,0.0144,0.000205,0.0951,0.9,129.009,"disco house, filter house",edm
"('Aftermath', 'The Orb')",0.593,0.902,2,-7.069,1,0.358,0.0107,0.0026,0.031,0.582,203.723,"ambient house, breakbeat, electronica, intelligent dance music, trip hop",edm
"('Move Over', 'Spice Girls')",0.724,0.934,7,-5.271,1,0.0887,0.0083,9e-05,0.0782,0.858,104.027,"dance pop, girl group, pop",pop
"('Ring of Fire', 'Johnny Cash')",0.659,0.585,7,-8.189,1,0.0288,0.623,0.000213,0.348,0.784,104.111,"arkansas country, outlaw country, rock",country
"('Breaking Point', 'Keri Hilson')",0.532,0.78,6,-6.612,1,0.274,0.378,0.0,0.157,0.834,76.983,"dance pop, hip pop, r&b, urban contemporary",pop
"('Gasolina', 'Daddy Yankee')",0.852,0.797,0,-6.543,1,0.0614,0.322,2.69e-06,0.0845,0.741,96.008,"latin hip hop, reggaeton, trap latino, urbano latino",latin
"('Straight Outta Compton', 'N.W.A')",0.834,0.878,8,-9.484,1,0.15,0.0461,0.0,0.334,0.418,102.848,"conscious hip hop, gangster rap, golden age hip hop, hip hop, old school hip hop, rap, west coast rap",rap
"('Straws Pulled At Random', 'Meshuggah')",0.235,0.987,10,-4.661,0,0.086,5.52e-06,0.828,0.141,0.139,139.974,"alternative metal, djent, groove metal, metal, nu metal, progressive groove metal, swedish metal, technical groove metal, technical thrash",rock
"('Jump in the Fire', 'Metallica')",0.29,0.911,5,-5.667,0,0.0975,0.00617,0.0108,0.331,0.658,178.636,"hard rock, metal, old school thrash, rock, thrash metal",rock
"('Over My Head', 'The Fray')",0.592,0.729,8,-4.156,1,0.0448,0.022,0.0,0.0653,0.709,116.03,"neo mellow, piano rock, pop, pop rock",pop
"('Another Rock and Roll Christmas', 'Gary Glitter')",0.551,0.886,5,-5.303,0,0.0454,0.000246,0.0305,0.0804,0.959,163.825,,other
"('C.R.E.A.M', 'Wu-Tang Clan')",0.512,0.514,11,-11.562,0,0.387,0.555,0.00958,0.126,0.565,181.033,"east coast hip hop, gangster rap, hardcore hip hop, hip hop, rap",rap
"('I Want More', 'Faithless')",0.582,0.937,8,-4.679,1,0.0363,0.0705,0.634,0.0868,0.437,136.034,"big beat, downtempo, electronica, trip hop",edm
"('Enemy', 'Fozzy')",0.468,0.971,2,-4.195,0,0.224,0.000116,7.84e-05,0.46,0.511,102.95,"comic metal, wrestling",rock
"('The Devil Beneath My Feet', 'Marilyn Manson')",0.65,0.842,0,-4.793,1,0.0465,0.000642,0.000342,0.0942,0.751,127.003,"alternative metal, hard rock, industrial, industrial metal, industrial rock, nu metal, post-grunge, rock",rock
"('Yellow', 'Coldplay')",0.429,0.661,11,-7.227,1,0.0281,0.00239,0.000121,0.234,0.285,173.372,"permanent wave, pop",pop
"('Problem', 'Ariana Grande')",0.66,0.805,1,-5.352,0,0.153,0.0192,8.83e-06,0.159,0.625,103.021,pop,pop
"('Caught in a Mosh', 'Anthrax')",0.339,0.991,2,-5.028,1,0.145,0.000249,0.00327,0.261,0.185,106.767,"alternative metal, glam metal, groove metal, hard rock, metal, nu metal, old school thrash, rap metal, rock, speed metal, thrash metal",rock
"('Chimes Of Freedom', 'Bob Dylan')",0.367,0.415,7,-8.857,1,0.043,0.61,0.0,0.0804,0.402,180.706,"classic rock, country rock, folk, folk rock, rock, roots rock, singer-songwriter",rock
"('I Miss You', 'Beyoncé')",0.718,0.523,6,-7.181,1,0.198,0.352,0.00304,0.0909,0.836,167.963,"pop, r&b",pop
"('Do or Die', 'Thirty Seconds to Mars')",0.575,0.89,2,-3.169,1,0.0416,0.034,3.23e-06,0.047,0.206,128.041,"big room, dance pop, dutch house, edm, electro house, pop dance",edm
"('Radioactivity', 'Kraftwerk')",0.583,0.666,9,-11.702,0,0.0307,0.0917,0.993,0.281,0.11,121.709,"dusseldorf electronic, early synthpop, electro, proto-techno, synthpop",pop
"('Party In The USA', 'Miley Cyrus')",0.652,0.698,10,-4.667,0,0.042,0.00112,0.000115,0.0886,0.47,96.021,pop,pop
"('Lola, Lola', 'Ricky Martin')",0.657,0.898,7,-5.612,1,0.046,0.0355,0.00143,0.257,0.797,104.007,"latin pop, mexican pop, puerto rican pop",latin
"('Midnight', 'Coldplay')",0.548,0.475,1,-12.42,1,0.0355,0.615,0.808,0.0944,0.0349,126.974,"permanent wave, pop",pop
"('Nobody Knows Me', 'Madonna')",0.843,0.594,7,-5.967,1,0.0594,0.0511,3.97e-05,0.0589,0.745,120.032,"dance pop, pop",pop
"('Electric', 'Robyn')",0.785,0.788,5,-7.539,0,0.0464,0.0331,0.0524,0.0806,0.888,143.959,"dance pop, electropop, neo-synthpop, scandipop, swedish electropop, swedish pop",pop
"('Te He Querido, Te He Llorado', 'Ivy Queen')",0.771,0.85,11,-5.985,0,0.0558,0.334,1.87e-06,0.122,0.586,94.991,"latin hip hop, rap latina, reggaeton, trap latino, urbano latino",latin
"('Coming Home', 'Diddy-Dirty Money')",0.392,0.839,7,-1.921,1,0.193,0.158,0.0,0.3,0.232,168.001,pop rap,pop
"('Hall of Fame', 'The Script')",0.421,0.873,10,-4.343,1,0.0564,0.0654,0.0,0.123,0.629,84.786,"celtic rock, pop",pop
"('Everytime Tha Beat Drop', 'Monica')",0.762,0.644,7,-6.715,1,0.223,0.0522,0.0,0.0821,0.82,81.99,"contemporary r&b, hip pop, r&b, urban contemporary",r&b
"('Obsessed', 'Mariah Carey')",0.742,0.467,10,-5.557,0,0.0624,0.0458,0.0,0.826,0.366,86.442,"dance pop, pop, urban contemporary",pop
"('Lena Anthem', 'Lena Philipsson')",0.598,0.974,3,-3.46,0,0.0295,0.00305,1.21e-06,0.247,0.874,134.829,"classic swedish pop, swedish pop",pop
"('Waterloo Sunset', 'Kinks')",0.521,0.691,1,-7.377,0,0.0251,0.0975,0.0,0.187,0.434,107.707,"album rock, art rock, british invasion, classic rock, folk rock, glam rock, protopunk, psychedelic rock, rock, singer-songwriter",rock
"('Homeless', 'Leona Lewis')",0.285,0.381,11,-5.545,0,0.0322,0.757,0.0,0.385,0.176,70.673,"british soul, dance pop, pop, talent show",pop
"('Fantastic Baby', 'Big Bang')",0.725,0.841,2,-3.924,1,0.0545,0.002,0.0,0.0652,0.582,130.013,"k-pop, k-pop boy group",k-pop
"('Forklift', 'Pavement')",0.292,0.982,7,-5.592,1,0.141,0.0947,0.906,0.127,0.0467,121.72,"alternative rock, chamber pop, indie rock, lo-fi, shoegaze, slacker rock",rock
"(""What's Going On"", 'Marvin Gaye')",0.283,0.716,1,-9.632,0,0.0986,0.447,0.0,0.399,0.828,201.96,"classic soul, motown, neo soul, northern soul, quiet storm, soul",r&b
"('Ese Hombre', 'La India')",0.666,0.732,9,-9.078,0,0.0771,0.709,0.000132,0.0478,0.673,88.349,"salsa, salsa puertorriquena, tropical",other
"('House of Jealous Lovers', 'The Rapture')",0.73,0.735,1,-5.017,1,0.0325,0.000239,0.352,0.276,0.774,130.017,"alternative dance, dance-punk, electrofox, electronica, indie rock, neo-synthpop, new rave",edm
"('The Other Side', 'Jason Derulo')",0.561,0.836,9,-3.939,1,0.1,0.0525,0.0,0.136,0.517,127.923,"dance pop, pop",pop
"('The Other Side', 'Pendulum')",0.575,0.927,5,-5.885,0,0.0393,1.72e-05,0.678,0.0819,0.615,138.009,"australian dance, dancefloor dnb, drum and bass",other
"('Chasing a Feeling', 'The Narrative')",0.514,0.738,4,-7.013,1,0.0364,0.000875,0.0876,0.0792,0.368,117.954,,other
"('Mr. Saxobeat', 'Alexandra Stan')",0.732,0.925,11,-4.165,0,0.051,0.0276,0.000238,0.14,0.782,127.012,romanian pop,pop
"('Old John Robertson', 'The Byrds')",0.487,0.673,9,-10.102,1,0.0409,0.377,0.032,0.629,0.938,110.107,"album rock, beatlesque, classic rock, cosmic american, country rock, folk, folk rock, mellow gold, psychedelic rock, rock, soft rock",rock
"('Da La Vuelta', 'Marc Anthony')",0.611,0.861,0,-3.757,1,0.0633,0.306,0.0,0.0691,0.846,96.44,"latin pop, modern salsa, salsa, tropical",latin
"('Misirlou', 'Dick Dale')",0.293,0.932,4,-6.839,1,0.051,0.0136,0.906,0.289,0.657,173.262,"instrumental surf, surf music",other
"('The Truth', 'Kris Allen')",0.555,0.802,4,-4.861,1,0.0277,0.0126,0.0,0.0961,0.143,101.021,"acoustic pop, idol, neo mellow",pop
"('False Alarm', 'The Bronx')",0.33,0.957,1,-5.58,1,0.0599,0.000665,0.000282,0.526,0.661,171.098,,other
"('6 Underground', 'Sneaker Pimps')",0.587,0.687,1,-8.635,0,0.0509,0.0281,0.14,0.121,0.402,169.938,"electronica, trip hop",edm
"('I Am I', 'Queensryche')",0.529,0.953,2,-3.848,1,0.0684,0.00224,0.00119,0.772,0.397,136.949,"album rock, glam metal, hard rock, metal, progressive metal, us power metal",rock
"('Music', 'Madonna')",0.854,0.674,1,-6.23,1,0.184,0.0517,8.53e-05,0.509,0.848,99.022,"canadian contemporary r&b, canadian pop, pop",pop
"('Back To December', 'Taylor Swift')",0.486,0.635,2,-3.994,1,0.0278,0.00705,0.0,0.119,0.235,141.868,pop,pop
"('Eyes Closed', 'The Narrative')",0.613,0.317,2,-10.63,1,0.0297,0.557,9.65e-06,0.0958,0.264,129.975,,other
"('I Love It', 'Icona Pop')",0.711,0.906,8,-2.671,1,0.0284,0.00952,1.64e-05,0.153,0.824,125.916,"candy pop, dance pop, electropop, metropopolis, swedish electropop, swedish synthpop",pop
"('Fast Car', 'Tracy Chapman')",0.711,0.292,4,-15.523,0,0.037,0.313,0.0,0.131,0.194,103.951,"folk, lilith, singer-songwriter, women's music",other
